,district,return_item,total_returns,0-30,30-75,75-150,150-500,500-inf,state,state_fips
25216,9,Capital Gain/Loss Amt.,1189389501,8298947,25790428,68275926,195138532,863827404,NJ,34
25217,9,Taxable IRA Dist. Ret.,25960,6720,7476,7207,3691,501,NJ,34
25218,9,Taxable IRA Dist. Amt.,480120324,41036599,87324543,140590487,157271396,48124951,NJ,34
25219,9,Taxable Pension Ret.,49258,14021,15042,13533,5628,489,NJ,34
25220,9,Taxable Pension Amt.,1116231715,118553593,269960460,427283478,263534107,31865408,NJ,34
25221,9,Farm Prof./Loss Ret.,53,0,0,10,11,0,NJ,34
25222,9,Farm Prof./Loss Amt.,-919299,0,0,35517,-518766,0,NJ,34
25223,9,Unemployment Comp. Ret.,22499,9972,7360,3894,1208,0,NJ,34
25224,9,Unemployment Comp. Amt.,133782032,49154921,50541283,25617889,7966525,0,NJ,34
25225,9,Tax. Soc. Sec. Ret.,38409,6796,14623,11907,4508,560,NJ,34
25226,9,Tax. Soc. Sec. Amt.,609341255,18044974,179635551,268999411,124415354,18035365,NJ,34
25227,9,Student Interest Ded. Ret.,27714,6496,14569,5999,442,0,NJ,34
25228,9,Student Interest Ded. Amt.,30486112,6590590,16795107,6716400,101932,0,NJ,34
25229,9,S.E. Health Ded. Ret.,6128,996,1506,1407,1423,632,NJ,34
25230,9,S.E. Health Ded. Amt.,59099965,4448136,10455842,12264880,18502077,11971992,NJ,34
25231,9,Keogh Pay. Ret.,2297,73,240,519,959,493,NJ,34
25232,9,Keogh Pay. Amt.,64693134,438311,2618201,8219257,26705304,25878266,NJ,34
25233,9,Alimony Paid Ret.,1268,354,559,283,67,0,NJ,34
25234,9,Alimony Paid Amt.,33503246,3671647,10623596,10366539,8676774,0,NJ,34
25235,9,Adjustments Ret.,95041,35399,30203,18120,8662,1640,NJ,34
25236,9,Adjustments Amt.,359340208,41964091,70230044,72311239,89657651,78674890,NJ,34
25237,9,Total Itemized Ded. Ret.,118509,13875,34028,41298,24828,3038,NJ,34
25238,9,Total Itemized Ded. Amt.,3555899153,224990160,653010328,992752214,982638525,651383476,NJ,34
25239,9,Child Tax Credit Ret.,51477,9216,26904,15006,328,0,NJ,34
25240,9,Child Tax Credit Amt.,55951211,3939668,31187279,20501976,303050,0,NJ,34
25241,9,Child Care Cred. Ret.,18864,2560,7094,5230,3711,208,NJ,34
25242,9,Child Care Cred. Amt.,11707298,1192662,4582909,3367228,2382736,134926,NJ,34
25243,9,Ed Credit Ret.,26961,7773,11899,6183,1042,0,NJ,34
25244,9,Ed. Credit Amt.,30828555,5385453,14757121,9436765,1222916,0,NJ,34
25245,9,For. Tax Credit Ret.,16131,705,3185,5065,5270,1643,NJ,34
25246,9,For. Tax Credit Amt.,39775676,50193,589204,1815097,6558745,30744946,NJ,34
25247,9,Gen. Bus. Cred. Ret.,586,13,56,100,170,243,NJ,34
25248,9,Gen. Bus. Cred. Amt.,5721379,6276,96588,255050,1327212,4035163,NJ,34
25249,9,Total Stat. Credit Ret.,106184,25115,43811,24999,10318,1920,NJ,34
25250,9,Total Stat. Credit Amt.,150923189,11844589,53295693,36561189,12795924,36414871,NJ,34
25251,9,S.E. Tax  Ret.,51918,26864,10902,7324,4980,1242,NJ,34
25252,9,S.E. Tax  Amt.,165101488,40212894,31759935,29324989,32779846,29217286,NJ,34
25253,9,Add. Tax Retir. Plan,10160,1813,3585,3088,1560,80,NJ,34
25254,9,Tax Retir. Plan Amt.,11751351,671621,2528482,4087022,3896211,518918,NJ,34
25255,9,Hlth. 12 mnth. Cvg. Count,283061,102041,93342,56014,25732,3005,NJ,34
25256,9,Hlth. Shrd. Resp. Pay. Ret.,26397,13069,11153,1846,303,16,NJ,34
25257,9,Hlth. Shrd. Resp. Pay. Amt.,13301935,4200330,6079086,2258118,685920,59409,NJ,34
25258,9,Income Tax Ret.,273604,73892,109682,60119,26761,3095,NJ,34
25259,9,Income Tax Amt.,3654696802,60144955,447510313,744664326,1087816814,1314184167,NJ,34
25260,9,Total Tax Ret.,276136,83671,101915,59961,26768,3095,NJ,34
25261,9,Total Tax Amt.,3764048011,93644176,435194356,744539494,1123952353,1364053284,NJ,34
25262,9,Withholding Ret.,320932,126319,106817,58282,25550,2667,NJ,34
25263,9,Withholding Amt.,3049118583,159529266,588786053,810515889,925175150,558524736,NJ,34
25264,9,Alt. Min. Ret.,14984,30,80,1465,12042,1342,NJ,34
25265,9,Alt. Min. Tax Amt.,99013348,44465,92262,2495197,64054316,31939521,NJ,34
25266,9,Est. Tax Pay. Ret.,21089,2656,4879,5886,5553,1813,NJ,34
25267,9,Est. Tax Pay. Amt.,958002462,6746386,23937683,54468153,168657913,697387776,NJ,34
25268,9,EITC Ret.,74575,60579,13490,0,0,0,NJ,34
25269,9,EITC Amt.,181936664,159648321,21683047,0,0,0,NJ,34
25270,9,Total Payments Ret.,344913,143283,110014,59783,26593,3066,NJ,34
25271,9,Total Payments Amt.,4566920277,389653675,663491965,877807707,1130251393,1489219513,NJ,34
25272,9,Refund Ret.,289685,131724,93633,45075,15702,1627,NJ,34
25273,9,Refund Amt.,-1145653180,-312433589,-267985044,-189846710,-117718908,-243159716,NJ,34
25274,9,Balance Due Ret.,64115,17884,18237,15149,10977,1455,NJ,34
25275,9,Balance Due Amt.,351282470,17484831,40153535,57041699,112243606,123540779,NJ,34
25276,9,Med./Dent. Exp. Ret.,27396,8429,10607,6027,805,0,NJ,34
25277,9,Med./Dent. Exp. Amt.,220831636,57296175,78506426,52853751,10315256,0,NJ,34
25278,9,State and Loc. Tax Ret.,118549,13894,34029,41301,24829,3038,NJ,34
25279,9,State and Loc. Tax Amt.,1066546648,13833565,82668221,190440431,333951682,435832938,NJ,34
25280,9,Real Estate Tax Ret.,93913,10357,24097,34042,21429,2769,NJ,34
25281,9,Real Estate Tax Amt.,899127303,78648660,183949547,295709380,247970719,76375773,NJ,34
25282,9,Taxes Paid Ret.,118155,13659,33958,41280,24827,3035,NJ,34
25283,9,Taxes Paid Amt.,1990298743,94254000,272465134,493759233,590068997,513268599,NJ,34
25284,9,Interest Paid Ret.,72835,5862,18168,27981,17987,2040,NJ,34
25285,9,Interest Paid Amt.,646965541,37004812,126325516,232555888,202380232,39611009,NJ,34
25286,9,Total Interest Paid Ret.,75557,6107,18777,28725,18725,2373,NJ,34
25287,9,Total Interest Paid Amt.,712269348,39000019,136433220,243090866,211035513,71035603,NJ,34
25288,9,Contribution Ret.,95267,8314,26410,35541,22120,2866,NJ,34
25289,9,Contribution Amt.,402722309,11557511,57418004,98187744,104778213,130758632,NJ,34
25290,9,Prem. Tax Credit Ret.,10971,6602,3979,132,0,0,NJ,34
25291,9,Prem. Tax Credit Ret.,48270699,28338913,17933038,437626,0,0,NJ,34
25292,9,Adv. Prem. Tax Credit Ret.,12331,6727,4750,537,52,0,NJ,34
25293,9,Adv. Prem. Tax Credit Amt.,53484409,28587325,21320821,2021172,229607,0,NJ,34
25294,9,F 8888 - Refund Alloc. Ret.,35,0,0,0,0,0,NJ,34
25295,9,F 8888 - Refund Alloc. Amt.,46753,0,0,0,0,0,NJ,34
25296,10,Return Count,341621,162733,111696,45756,16446,1996,NJ,34
25297,10,Form 1040EZ,39629,28896,9498,1203,0,0,NJ,34
25298,10,Form 1040A,69868,40991,25353,2950,0,0,NJ,34
25299,10,Form 1040,231108,92312,76601,41515,16393,1979,NJ,34
25300,10,Joint Returns,73671,14928,21049,22348,13045,1759,NJ,34
25301,10,Single Returns,162776,94707,50263,13374,2196,149,NJ,34
25302,10,Paid Preparer Returns,236991,112161,76261,32714,12168,1733,NJ,34
25303,10,Returns with Exemptions,320473,144710,111521,45747,15707,0,NJ,34
25304,10,Total Exemption Amt.,2483737950,1038467950,846996000,414476000,167962000,0,NJ,34
25305,10,Wages Ret.,296707,133265,103107,42449,15425,1790,NJ,34
25306,10,Wages Amt.,15155149699,1962288751,4783259504,3925712464,3054157596,1412671644,NJ,34
25307,10,Taxable Interest Ret.,59415,12585,18350,16369,9685,1774,NJ,34
25308,10,Taxable Interest Amt.,119696573,6760470,11461491,14486255,15734309,69826981,NJ,34
25309,10,Tax Exempt Interest Ret.,6474,703,1190,1585,2035,867,NJ,34
25310,10,Tax Exempt Interest Amt.,62885128,2293757,6175842,11417522,20352217,21516123,NJ,34
25311,10,Taxable Dividends Ret.,36603,6587,9377,10219,8224,1714,NJ,34
25312,10,Taxable Dividend Amt.,216513218,10938911,22591716,37728994,66113645,77280749,NJ,34
25313,10,State Refund Ret.,50984,3633,18807,19674,7612,1168,NJ,34
25314,10,State Refund Amt.,76240834,1580705,11584067,21311585,15333803,26339581,NJ,34
25315,10,Schedule C Prof./Loss Ret.,54953,31225,11812,6638,3934,536,NJ,34
25316,10,Schedule C Prof./Loss Amt.,589010597,239337222,71794872,75829291,145558066,64232411,NJ,34
25317,10,Capital Gain/Loss Ret.,28190,4652,6553,7618,7078,1716,NJ,34
25318,10,Capital Gain/Loss Amt.,1059327626,4931842,12589968,29317297,90896376,920044471,NJ,34
25319,10,Taxable IRA Dist. Ret.,15307,4025,4828,3990,2053,246,NJ,34
25320,10,Taxable IRA Dist. Amt.,257041950,24361214,55583449,80013232,76068938,19378821,NJ,34
25321,10,Taxable Pension Ret.,44938,14146,16085,10502,3574,255,NJ,34
25322,10,Taxable Pension Amt.,944463098,141215500,310126569,312439037,161197975,15516127,NJ,34
25323,10,Farm Prof./Loss Ret.,40,0,0,0,10,0,NJ,34
25324,10,Farm Prof./Loss Amt.,-330199,0,0,0,-130302,0,NJ,34
25325,10,Unemployment Comp. Ret.,19287,10151,5905,2470,688,37,NJ,34
25326,10,Unemployment Comp. Amt.,114168437,50722595,41378331,17006557,4622812,267548,NJ,34
25327,10,Tax. Soc. Sec. Ret.,27723,5898,12058,7401,2154,191,NJ,34
25328,10,Tax. Soc. Sec. Amt.,386180251,15732241,144846154,160609044,58178104,6598483,NJ,34
25329,10,Student Interest Ded. Ret.,24904,6114,13820,4461,333,0,NJ,34
25330,10,Student Interest Ded. Amt.,27741835,6046303,16331824,5049489,76686,0,NJ,34
25331,10,S.E. Health Ded. Ret.,3092,529,704,690,807,301,NJ,34
25332,10,S.E. Health Ded. Amt.,28342193,1938642,4141406,5587867,10451627,5795887,NJ,34
25333,10,Keogh Pay. Ret.,1579,35,140,274,775,348,NJ,34
25334,10,Keogh Pay. Amt.,42209431,178925,1266783,3666811,17951103,19131285,NJ,34
25335,10,Alimony Paid Ret.,658,177,274,153,48,0,NJ,34
25336,10,Alimony Paid Amt.,19929794,1765436,5198604,6034311,5132861,0,NJ,34
25337,10,Adjustments Ret.,79948,35628,25479,12083,5205,884,NJ,34
25338,10,Adjustments Amt.,1234689780,42236935,50148074,38125018,54334489,45444653,NJ,34
25339,10,Total Itemized Ded. Ret.,100537,12693,37394,32213,15542,1982,NJ,34
25340,10,Total Itemized Ded. Amt.,3182195365,515128880,817487581,809067673,653403679,369572109,NJ,34
25341,10,Child Tax Credit Ret.,51550,10668,29439,11263,176,0,NJ,34
25342,10,Child Tax Credit Amt.,53053349,4612783,33530787,14780978,127350,0,NJ,34
25343,10,Child Care Cred. Ret.,21639,3805,10392,4255,2850,269,NJ,34
25344,10,Child Care Cred. Amt.,13545041,1792905,7018084,2775679,1754972,160290,NJ,34
25345,10,Ed Credit Ret.,29463,9987,14279,4521,610,0,NJ,34
25346,10,Ed. Credit Amt.,32698219,6908780,18274540,6758659,740016,0,NJ,34
25347,10,For. Tax Credit Ret.,8665,334,1513,2336,3228,1122,NJ,34
25348,10,For. Tax Credit Amt.,18583164,18984,171097,604773,3133524,14649960,NJ,34
25349,10,Gen. Bus. Cred. Ret.,278,0,13,39,63,148,NJ,34
25350,10,Gen. Bus. Cred. Amt.,1398318,0,23555,95716,309313,954739,NJ,34
25351,10,Total Stat. Credit Ret.,101985,29399,46565,17714,6712,1360,NJ,34
25352,10,Total Stat. Credit Amt.,124920138,14863909,61100540,26070292,6647370,16210643,NJ,34
25353,10,S.E. Tax  Ret.,42314,26734,6916,4373,3287,701,NJ,34
25354,10,S.E. Tax  Amt.,109418495,39353216,17061865,15084939,22155549,15180860,NJ,34
25355,10,Add. Tax Retir. Plan,11856,2376,4919,3204,1234,83,NJ,34
25356,10,Tax Retir. Plan Amt.,11336451,844423,3189254,3905174,2974558,361340,NJ,34
25357,10,Hlth. 12 mnth. Cvg. Count,278764,117472,98504,42811,15900,1962,NJ,34
25358,10,Hlth. Shrd. Resp. Pay. Ret.,18662,10307,7157,1043,146,0,NJ,34
25359,10,Hlth. Shrd. Resp. Pay. Amt.,8655639,3241620,3778760,1273082,346322,0,NJ,34
25360,10,Income Tax Ret.,250365,76295,109998,45622,16428,1995,NJ,34
25361,10,Income Tax Amt.,2562036832,61308418,441399590,553957029,687730491,817585826,NJ,34
25362,10,Total Tax Ret.,247525,83049,100182,45484,16433,1996,NJ,34
25363,10,Total Tax Amt.,2616362116,90100896,404913054,548725156,714123857,857741283,NJ,34
25364,10,Withholding Ret.,308488,135974,108931,44902,15925,1815,NJ,34
25365,10,Withholding Amt.,2464259738,175105521,616019264,641237136,618054935,411304286,NJ,34
25366,10,Alt. Min. Ret.,11019,0,123,1542,8424,909,NJ,34
25367,10,Alt. Min. Tax Amt.,68435416,0,108960,2408810,49874821,15918516,NJ,34
25368,10,Est. Tax Pay. Ret.,9798,1437,2110,2425,2748,959,NJ,34
25369,10,Est. Tax Pay. Amt.,347284970,3115618,10118097,22223142,83601198,225205244,NJ,34
25370,10,EITC Ret.,92378,76123,15918,0,0,0,NJ,34
25371,10,EITC Amt.,236385566,212164688,23866251,0,0,0,NJ,34
25372,10,Total Payments Ret.,328867,153049,110409,45506,16365,1987,NJ,34
25373,10,Total Payments Amt.,3420431408,469122492,678852942,671078949,721007749,873659035,NJ,34
25374,10,Refund Ret.,289831,144517,97387,35911,9678,894,NJ,34
25375,10,Refund Amt.,-995846363,-389983408,-301239797,-156514719,-68393320,-73502806,NJ,34
25376,10,Balance Due Ret.,44782,12912,14093,9764,6709,1095,NJ,34
25377,10,Balance Due Amt.,194636271,12235653,27751272,34399938,61836453,58136476,NJ,34
25378,10,Med./Dent. Exp. Ret.,19593,6036,8682,3699,419,0,NJ,34
25379,10,Med./Dent. Exp. Amt.,166765638,51841783,69290895,30418494,5292084,0,NJ,34
25380,10,State and Loc. Tax Ret.,100551,12700,37395,32214,15542,1982,NJ,34
25381,10,State and Loc. Tax Amt.,864583107,27488605,194628921,174252381,214671307,251445698,NJ,34
25382,10,Real Estate Tax Ret.,70104,7560,21545,24881,13629,1889,NJ,34
25383,10,Real Estate Tax Amt.,739846276,125631908,156513472,212410216,184592821,54652468,NJ,34
25384,10,Taxes Paid Ret.,100227,12515,37311,32191,15540,1982,NJ,34
25385,10,Taxes Paid Amt.,1625091504,155232571,359247409,393324170,402322078,306692221,NJ,34
25386,10,Interest Paid Ret.,58266,5041,17783,21506,11971,1544,NJ,34
25387,10,Interest Paid Amt.,475923268,29223801,110317744,166141483,137474064,29313552,NJ,34
25388,10,Total Interest Paid Ret.,60131,5220,18354,22090,12334,1679,NJ,34
25389,10,Total Interest Paid Amt.,526634685,31164780,121760624,175740366,141229249,52975366,NJ,34
25390,10,Contribution Ret.,81028,7906,29685,27660,13893,1251,NJ,34
25391,10,Contribution Amt.,339625679,16565415,92450577,99744783,65186126,12913702,NJ,34
25392,10,Prem. Tax Credit Ret.,7216,4602,2405,0,0,0,NJ,34
25393,10,Prem. Tax Credit Ret.,25925190,16407125,8499790,0,0,0,NJ,34
25394,10,Adv. Prem. Tax Credit Ret.,8143,4700,2950,316,20,0,NJ,34
25395,10,Adv. Prem. Tax Credit Amt.,28679729,16154450,10657572,1090289,86513,0,NJ,34
25396,10,F 8888 - Refund Alloc. Ret.,63,12,19,0,0,0,NJ,34
25397,10,F 8888 - Refund Alloc. Amt.,37450,2200,11800,0,0,0,NJ,34
25398,11,Return Count,368676,104314,91059,88189,69291,10733,NJ,34
25399,11,Form 1040EZ,32113,22663,7906,1482,0,0,NJ,34
25400,11,Form 1040A,35362,16989,14686,3240,0,0,NJ,34
25401,11,Form 1040,299800,64075,68245,83317,69072,10629,NJ,34
25402,11,Joint Returns,159285,10560,22992,54840,59876,9632,NJ,34
25403,11,Single Returns,174078,84358,54386,24629,6615,756,NJ,34
25404,11,Paid Preparer Returns,245711,64409,58384,60682,49229,9155,NJ,34
25405,11,Returns with Exemptions,317993,69516,90384,88126,65866,0,NJ,34
25406,11,Total Exemption Amt.,2577990510,396795950,596388000,822960000,734538560,0,NJ,34
25407,11,Wages Ret.,300925,76914,74581,75059,63409,9535,NJ,34
25408,11,Wages Amt.,31550702488,930315142,3469663612,6915026548,12654249700,7523323291,NJ,34
25409,11,Taxable Interest Ret.,165552,25287,33254,47471,47640,9860,NJ,34
25410,11,Taxable Interest Amt.,505058815,20142765,39675389,67841994,102616288,263936551,NJ,34
25411,11,Tax Exempt Interest Ret.,35493,2973,5300,9013,12569,5175,NJ,34
25412,11,Tax Exempt Interest Amt.,439866050,13096102,34262420,66346447,136951057,180125824,NJ,34
25413,11,Taxable Dividends Ret.,143224,23390,25597,39126,43574,9390,NJ,34
25414,11,Taxable Dividend Amt.,1353424052,45256513,94373320,203887534,403916389,586442328,NJ,34
25415,11,State Refund Ret.,97308,2737,17320,40234,31073,5717,NJ,34
25416,11,State Refund Amt.,239063286,1786910,11567824,43038749,65079182,116039079,NJ,34
25417,11,Schedule C Prof./Loss Ret.,61098,12994,12258,16208,15799,2539,NJ,34
25418,11,Schedule C Prof./Loss Amt.,1753808078,103413921,177003370,316236244,745273975,422552719,NJ,34
25419,11,Capital Gain/Loss Ret.,123139,19318,20663,31971,39050,9415,NJ,34
25420,11,Capital Gain/Loss Amt.,2831804466,22667025,49066402,138011453,489852823,2091552475,NJ,34
25421,11,Taxable IRA Dist. Ret.,51446,9099,12461,16448,11466,1460,NJ,34
25422,11,Taxable IRA Dist. Amt.,1127972632,60334150,159127143,357352236,450262217,92089943,NJ,34
25423,11,Taxable Pension Ret.,74693,13851,18931,24052,15673,1612,NJ,34
25424,11,Taxable Pension Amt.,2104133434,123257957,383202033,814836734,687508564,86593155,NJ,34
25425,11,Farm Prof./Loss Ret.,382,40,52,92,121,54,NJ,34
25426,11,Farm Prof./Loss Amt.,-3000732,-126515,-49035,-44929,-234277,-2339039,NJ,34
25427,11,Unemployment Comp. Ret.,18443,3663,5289,5700,3537,212,NJ,34
25428,11,Unemployment Comp. Amt.,121028538,19708977,37269467,37743905,24339382,1707553,NJ,34
25429,11,Tax. Soc. Sec. Ret.,62696,8012,19626,22320,11454,1265,NJ,34
25430,11,Tax. Soc. Sec. Amt.,1193845203,22643315,265044268,538219519,329139323,38580608,NJ,34
25431,11,Student Interest Ded. Ret.,30070,5848,13848,9201,942,0,NJ,34
25432,11,Student Interest Ded. Amt.,35969190,7045828,17959244,10428457,201318,0,NJ,34
25433,11,S.E. Health Ded. Ret.,15006,1676,2796,3434,4823,1999,NJ,34
25434,11,S.E. Health Ded. Amt.,169941895,8531109,21170940,32798892,66374599,38517362,NJ,34
25435,11,Keogh Pay. Ret.,7430,101,475,1289,3860,1688,NJ,34
25436,11,Keogh Pay. Amt.,214208423,764221,5607398,19577032,101844765,85792389,NJ,34
25437,11,Alimony Paid Ret.,3080,517,1307,947,285,12,NJ,34
25438,11,Alimony Paid Amt.,113638760,5837298,28001525,41247845,32563554,4644989,NJ,34
25439,11,Adjustments Ret.,108932,19424,29130,30186,24095,4924,NJ,34
25440,11,Adjustments Amt.,820341836,35791224,93108782,146591384,300098947,235694492,NJ,34
25441,11,Total Itemized Ded. Ret.,201477,15090,37558,69078,67192,10623,NJ,34
25442,11,Total Itemized Ded. Amt.,7600678293,280405272,768993272,1803652112,2853941908,1802917573,NJ,34
25443,11,Child Tax Credit Ret.,36036,2014,12842,20354,801,0,NJ,34
25444,11,Child Tax Credit Amt.,43614388,931887,15367655,26751037,549620,0,NJ,34
25445,11,Child Care Cred. Ret.,22188,645,3140,7068,10452,883,NJ,34
25446,11,Child Care Cred. Amt.,13156600,278420,1820183,4303709,6235443,518845,NJ,34
25447,11,Ed Credit Ret.,23926,4530,7972,8798,2495,0,NJ,34
25448,11,Ed. Credit Amt.,30910899,3576385,10342673,13975894,2964414,0,NJ,34
25449,11,For. Tax Credit Ret.,44367,1582,6197,11912,17787,6141,NJ,34
25450,11,For. Tax Credit Amt.,103266679,65927,726149,2521475,18999686,80918042,NJ,34
25451,11,Gen. Bus. Cred. Ret.,1413,11,70,201,421,703,NJ,34
25452,11,Gen. Bus. Cred. Amt.,10604344,14699,108414,496809,2060658,7916325,NJ,34
25453,11,Total Stat. Credit Ret.,118843,12849,28072,39608,31248,7027,NJ,34
25454,11,Total Stat. Credit Amt.,210667066,5678414,29676193,50061705,33314175,91911061,NJ,34
25455,11,S.E. Tax  Ret.,54494,11872,10131,13393,14704,3736,NJ,34
25456,11,S.E. Tax  Amt.,299802127,17933815,33517090,57509307,111664706,76755220,NJ,34
25457,11,Add. Tax Retir. Plan,12483,1181,2745,4151,3980,360,NJ,34
25458,11,Tax Retir. Plan Amt.,19666583,480998,2141713,5196937,10186942,1517179,NJ,34
25459,11,Hlth. 12 mnth. Cvg. Count,306104,60625,80771,83376,67485,10545,NJ,34
25460,11,Hlth. Shrd. Resp. Pay. Ret.,10280,4169,4510,1288,279,26,NJ,34
25461,11,Hlth. Shrd. Resp. Pay. Amt.,6082362,1239418,2438678,1545761,714068,127698,NJ,34
25462,11,Income Tax Ret.,304757,49409,87784,87569,69173,10733,NJ,34
25463,11,Income Tax Amt.,8472652710,42477662,405520492,1088729447,3009642026,3923878834,NJ,34
25464,11,Total Tax Ret.,306555,52946,85422,87435,69202,10732,NJ,34
25465,11,Total Tax Amt.,8776363917,56712874,414508801,1103878159,3134574797,4061448274,NJ,34
25466,11,Withholding Ret.,327228,80776,84634,84258,66359,9701,NJ,34
25467,11,Withholding Amt.,6583034266,94541317,498231312,1158390481,2575059621,2248441404,NJ,34
25468,11,Alt. Min. Ret.,43843,52,91,2154,36839,4662,NJ,34
25469,11,Alt. Min. Tax Amt.,312519328,87692,162509,4229882,210763308,94832123,NJ,34
25470,11,Est. Tax Pay. Ret.,45668,3473,7619,12889,15620,5607,NJ,34
25471,11,Est. Tax Pay. Amt.,2156740403,9855669,38817818,120903135,493896458,1480996908,NJ,34
25472,11,EITC Ret.,22591,17551,4653,0,0,0,NJ,34
25473,11,EITC Amt.,41505521,33999655,7087585,0,0,0,NJ,34
25474,11,Total Payments Ret.,346068,88237,88476,87377,68990,10691,NJ,34
25475,11,Total Payments Amt.,9331441457,157179729,562641867,1299569955,3155662223,4133190283,NJ,34
25476,11,Refund Ret.,264560,80770,72565,64666,39479,5002,NJ,34
25477,11,Refund Amt.,-1308085250,-111794750,-184678395,-279433345,-299045063,-413029950,NJ,34
25478,11,Balance Due Ret.,89633,12889,17764,23282,29607,5691,NJ,34
25479,11,Balance Due Amt.,760947071,11741381,38177500,84441897,280278095,344156845,NJ,34
25480,11,Med./Dent. Exp. Ret.,44409,11123,15350,12719,3707,57,NJ,34
25481,11,Med./Dent. Exp. Amt.,446580477,99044201,140131733,129457141,58051874,3824779,NJ,34
25482,11,State and Loc. Tax Ret.,201515,15099,37565,69082,67194,10624,NJ,34
25483,11,State and Loc. Tax Amt.,2543158425,11680817,72457746,300818082,912497570,1226712264,NJ,34
25484,11,Real Estate Tax Ret.,181504,11948,31148,62736,63707,10300,NJ,34
25485,11,Real Estate Tax Amt.,2113173003,104202372,269619839,627688019,834804656,251511587,NJ,34
25486,11,Taxes Paid Ret.,200870,14742,37443,69041,67173,10620,NJ,34
25487,11,Taxes Paid Amt.,4688618728,116932231,346689771,938148544,1758855795,1483272290,NJ,34
25488,11,Interest Paid Ret.,138877,5560,21108,50027,53387,7745,NJ,34
25489,11,Interest Paid Amt.,1426557636,34836354,146870172,440366331,648234627,143901578,NJ,34
25490,11,Total Interest Paid Ret.,144580,5958,22048,51644,55126,8643,NJ,34
25491,11,Total Interest Paid Amt.,1541250137,36599806,156442280,457470759,667959300,207685202,NJ,34
25492,11,Contribution Ret.,174476,10198,30841,61087,62185,10151,NJ,34
25493,11,Contribution Amt.,760062757,13380948,59494495,153853905,261166191,272138612,NJ,34
25494,11,Prem. Tax Credit Ret.,7558,4113,2900,274,0,0,NJ,34
25495,11,Prem. Tax Credit Ret.,35153278,18009958,14248295,1160572,0,0,NJ,34
25496,11,Adv. Prem. Tax Credit Ret.,8978,4150,3611,792,121,0,NJ,34
25497,11,Adv. Prem. Tax Credit Amt.,39005308,16982757,16501662,3424233,500739,0,NJ,34
25498,11,F 8888 - Refund Alloc. Ret.,42,0,0,0,0,0,NJ,34
25499,11,F 8888 - Refund Alloc. Amt.,49149,0,0,0,0,0,NJ,34
25500,12,Return Count,354652,125973,99265,72933,47561,5047,NJ,34
25501,12,Form 1040EZ,37761,27450,8952,1283,0,0,NJ,34
25502,12,Form 1040A,53337,29616,19696,3525,0,0,NJ,34
25503,12,Form 1040,261023,67648,70080,67964,47422,5000,NJ,34
25504,12,Joint Returns,133097,13250,25348,46902,42031,4532,NJ,34
25505,12,Single Returns,164048,87665,51623,18074,3911,322,NJ,34
25506,12,Paid Preparer Returns,221097,75928,60655,46777,31291,4095,NJ,34
25507,12,Returns with Exemptions,320053,99299,98819,72882,45656,0,NJ,34
25508,12,Total Exemption Amt.,2623692030,658012000,719179950,701212000,523448080,0,NJ,34
25509,12,Wages Ret.,298088,100289,85209,63146,43889,4555,NJ,34
25510,12,Wages Amt.,23500026888,1388930596,3902629246,5895688590,8690645035,3586150942,NJ,34
25511,12,Taxable Interest Ret.,120667,19235,27109,35912,32637,4641,NJ,34
25512,12,Taxable Interest Amt.,250052812,14127769,26556543,46154796,60365848,97162812,NJ,34
25513,12,Tax Exempt Interest Ret.,21288,1859,3442,5928,7580,2271,NJ,34
25514,12,Tax Exempt Interest Amt.,218231406,6427232,18747200,41478199,69385817,79471349,NJ,34
25515,12,Taxable Dividends Ret.,96736,15191,18998,27886,29131,4433,NJ,34
25516,12,Taxable Dividend Amt.,830083830,28531035,62744693,134783456,257435620,338388102,NJ,34
25517,12,State Refund Ret.,78535,3179,17609,32379,22662,2575,NJ,34
25518,12,State Refund Amt.,136461336,1595928,10858525,34582141,43366557,45580695,NJ,34
25519,12,Schedule C Prof./Loss Ret.,49464,15395,10620,11401,9858,1283,NJ,34
25520,12,Schedule C Prof./Loss Amt.,925689407,113415643,117964573,174473565,370250646,168977819,NJ,34
25521,12,Capital Gain/Loss Ret.,81013,12079,14753,22577,25778,4406,NJ,34
25522,12,Capital Gain/Loss Amt.,1477361729,12161023,32096981,92903527,307437823,1012971776,NJ,34
25523,12,Taxable IRA Dist. Ret.,37649,7406,10050,11948,7245,714,NJ,34
25524,12,Taxable IRA Dist. Amt.,805927831,48993707,128625690,269263126,300119422,54149464,NJ,34
25525,12,Taxable Pension Ret.,65671,14810,19182,19921,10526,853,NJ,34
25526,12,Taxable Pension Amt.,1739867508,140728581,396149452,665849080,482719849,49736436,NJ,34
25527,12,Farm Prof./Loss Ret.,441,50,80,131,119,33,NJ,34
25528,12,Farm Prof./Loss Amt.,-1353432,105660,-75443,-644085,-135159,-259529,NJ,34
25529,12,Unemployment Comp. Ret.,19418,6116,5884,4843,2457,82,NJ,34
25530,12,Unemployment Comp. Amt.,118513680,29850264,39105439,32123354,16667521,587912,NJ,34
25531,12,Tax. Soc. Sec. Ret.,50944,7438,17964,17212,7636,678,NJ,34
25532,12,Tax. Soc. Sec. Amt.,906366926,20611664,236132728,410469328,218314976,20684430,NJ,34
25533,12,Student Interest Ded. Ret.,26655,5596,12860,7372,662,0,NJ,34
